cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year
02B,02B000728,2B143,LINGUIZZETTA,,,,02B00105470,2021-09-13,06h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,LINGUIZZETTA,MAIRIE DE LINGUIZZETTA,MAIRIE DE LINGUIZZETTA,C,C,C,C,9,2021
02B,02B000734,2B143,LINGUIZZETTA,02B000733,RESERVOIR LINGUIZETTA HAUT,100 %,02B00102728,2021-03-30,05h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,LINGUIZZETTA,MAIRIE DE LINGUIZZETTA,MAIRIE DE LINGUIZZETTA,C,C,C,C,3,2021
02B,02B000734,2B143,LINGUIZZETTA,,,,02B00102729,2021-01-26,06h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,LINGUIZZETTA,MAIRIE DE LINGUIZZETTA,MAIRIE DE LINGUIZZETTA,C,C,C,C,1,2021
02B,02B000734,2B143,LINGUIZZETTA,02B000733,RESERVOIR LINGUIZETTA HAUT,100 %,02B00103847,2021-07-21,05h35,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Température hors norme. La teneur en chlore libre est insuffisante.,LINGUIZZETTA,MAIRIE DE LINGUIZZETTA,MAIRIE DE LINGUIZZETTA,N,C,N,N,7,2021
02B,02B000734,2B143,LINGUIZZETTA,,,,02B00103848,2021-05-18,05h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,LINGUIZZETTA,MAIRIE DE LINGUIZZETTA,MAIRIE DE LINGUIZZETTA,C,C,C,C,5,2021
02B,02B000734,2B143,LINGUIZZETTA,,,,02B00105469,2021-09-13,05h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est trop élévée.,LINGUIZZETTA,MAIRIE DE LINGUIZZETTA,MAIRIE DE LINGUIZZETTA,C,C,C,C,9,2021
02B,02B000747,2B170,MORSIGLIA,02B000744,RESERVOIR PECORILE PIANASCA,100 %,02B00100841,2021-02-08,08h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,C,C,C,N,2,2021
02B,02B000747,2B170,MORSIGLIA,02B000744,RESERVOIR PECORILE PIANASCA,100 %,02B00102795,2021-03-18,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,C,C,C,N,3,2021
02B,02B000747,2B170,MORSIGLIA,,,,02B00102797,2021-04-22,06h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,C,C,C,C,4,2021
02B,02B000747,2B170,MORSIGLIA,,,,02B00103922,2021-06-17,07h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,C,C,C,N,6,2021
02B,02B000747,2B170,MORSIGLIA,,,,02B00105501,2021-09-13,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,C,C,C,C,9,2021
02B,02B000748,2B170,MORSIGLIA,02B000745,RESERVOIR GIOVANACCE,100 %,02B00102794,2021-02-08,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,C,C,C,N,2,2021
02B,02B000748,2B170,MORSIGLIA,,,,02B00102796,2021-04-22,06h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,C,C,N,C,4,2021
02B,02B000748,2B170,MORSIGLIA,02B000745,RESERVOIR GIOVANACCE,100 %,02B00103915,2021-09-13,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau fortement minéralisée. Présence de bactéries sulfito-réductrices.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,C,C,N,N,9,2021
02B,02B000748,2B170,MORSIGLIA,,,,02B00103921,2021-06-17,07h40,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,N,C,N,N,6,2021
02B,02B000748,2B170,MORSIGLIA,,,,02B00105500,2021-11-22,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,C,C,C,C,11,2021
02B,02B000749,2B170,MORSIGLIA,02B000746,RESERVOIR MUTE (ETE),100 %,02B00103916,2021-06-17,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,C,C,N,N,6,2021
02B,02B000749,2B170,MORSIGLIA,02B000746,RESERVOIR MUTE (ETE),100 %,02B00103917,2021-07-13,08h20,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau fortement minéralisée.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,N,C,N,N,7,2021
02B,02B000749,2B170,MORSIGLIA,,,,02B00103918,2021-07-27,08h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau fortement minéralisée. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,C,C,N,N,7,2021
02B,02B000749,2B170,MORSIGLIA,,,,02B00103919,2021-08-09,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices. Eau fortement minéralisée.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,C,C,N,N,8,2021
02B,02B000749,2B170,MORSIGLIA,,,,02B00103920,2021-08-26,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau fortement minéralisée.,MORSIGLIA,MAIRIE DE MORSIGLIA,MAIRIE DE MORSIGLIA,C,C,C,N,8,2021
02B,02B000752,2B052,CAMPANA,02B000755,RESERVOIR CAMPANA,100 %,02B00102586,2021-03-29,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CAMPANA,MAIRIE DE CAMPANA,MAIRIE DE CAMPANA,C,C,C,N,3,2021
02B,02B000752,2B052,CAMPANA,,,,02B00102587,2021-02-18,06h35,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Nickel hors norme La teneur en chlore libre est insuffisante.,CAMPANA,MAIRIE DE CAMPANA,MAIRIE DE CAMPANA,C,N,C,C,2,2021
02B,02B000752,2B052,CAMPANA,02B000755,RESERVOIR CAMPANA,100 %,02B00103720,2021-09-09,07h05,Eau d'alimentation non-conforme aux exigences de qualité. Nickel hors norme. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CAMPANA,MAIRIE DE CAMPANA,MAIRIE DE CAMPANA,C,N,C,N,9,2021
02B,02B000752,2B052,CAMPANA,,,,02B00103721,2021-07-01,06h40,Eau d'alimentation non-conforme aux exigences de qualité. Nickel hors norme. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CAMPANA,MAIRIE DE CAMPANA,MAIRIE DE CAMPANA,C,N,C,N,7,2021
02B,02B000752,2B052,CAMPANA,,,,02B00105400,2021-10-20,09h15,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Nickel hors norme. La teneur en chlore libre est insuffisante.,CAMPANA,MAIRIE DE CAMPANA,MAIRIE DE CAMPANA,C,N,C,C,10,2021
02B,02B000760,2B246,PORTA (LA),,,,02B00101649,2021-01-06,07h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,LA PORTA,MAIRIE DE LA PORTA,MAIRIE DE LA PORTA,C,C,C,C,1,2021
02B,02B000760,2B246,PORTA (LA),02B000758,RESERVOIR POGGIALE,100 %,02B00102941,2021-03-02,07h35,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. La teneur en chlore libre est insuffisante.,LA PORTA,MAIRIE DE LA PORTA,MAIRIE DE LA PORTA,C,C,C,N,3,2021
02B,02B000760,2B246,PORTA (LA),,,,02B00102942,2021-04-29,06h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,LA PORTA,MAIRIE DE LA PORTA,MAIRIE DE LA PORTA,C,C,C,C,4,2021
02B,02B000760,2B246,PORTA (LA),02B000758,RESERVOIR POGGIALE,100 %,02B00103986,2021-09-13,06h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,LA PORTA,MAIRIE DE LA PORTA,MAIRIE DE LA PORTA,C,C,C,C,9,2021
02B,02B000760,2B246,PORTA (LA),,,,02B00103987,2021-05-31,07h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,LA PORTA,MAIRIE DE LA PORTA,MAIRIE DE LA PORTA,C,C,C,C,5,2021
02B,02B000760,2B246,PORTA (LA),,,,02B00105570,2021-11-25,06h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,LA PORTA,MAIRIE DE LA PORTA,MAIRIE DE LA PORTA,C,C,C,C,11,2021
02B,02B000764,2B245,PORRI,02B000763,RESERVOIR PORRI,100 %,02B00102939,2021-04-14,07h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PORRI,MAIRIE DE PORRI,MAIRIE DE PORRI,C,C,C,C,4,2021
02B,02B000764,2B245,PORRI,,,,02B00102940,2021-02-11,07h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,PORRI,MAIRIE DE PORRI,MAIRIE DE PORRI,C,C,C,C,2,2021
02B,02B000764,2B245,PORRI,02B000763,RESERVOIR PORRI,100 %,02B00103984,2021-09-21,07h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,PORRI,MAIRIE DE PORRI,MAIRIE DE PORRI,C,C,C,C,9,2021
02B,02B000764,2B245,PORRI,,,,02B00103985,2021-06-15,07h00,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,PORRI,MAIRIE DE PORRI,MAIRIE DE PORRI,N,C,N,C,6,2021
02B,02B000764,2B245,PORRI,,,,02B00105569,2021-12-01,07h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PORRI,MAIRIE DE PORRI,MAIRIE DE PORRI,C,C,C,C,12,2021
02B,02B000774,2B176,NOCARIO,02B000771,RESERVOIR NOCARIO,100 %,02B00102804,2021-03-29,06h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,NOCARIO,MAIRIE DE NOCARIO,MAIRIE DE NOCARIO,C,C,C,N,3,2021
02B,02B000774,2B176,NOCARIO,,,,02B00102807,2021-02-18,06h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,NOCARIO,MAIRIE DE NOCARIO,MAIRIE DE NOCARIO,C,C,C,N,2,2021
02B,02B000774,2B176,NOCARIO,02B000771,RESERVOIR NOCARIO,100 %,02B00103927,2021-07-01,06h25,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,NOCARIO,MAIRIE DE NOCARIO,MAIRIE DE NOCARIO,N,C,N,N,7,2021
02B,02B000774,2B176,NOCARIO,,,,02B00103929,2021-09-09,07h25,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,NOCARIO,MAIRIE DE NOCARIO,MAIRIE DE NOCARIO,N,C,N,N,9,2021
02B,02B000774,2B176,NOCARIO,,,,02B00105506,2021-12-15,09h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,NOCARIO,MAIRIE DE NOCARIO,MAIRIE DE NOCARIO,C,C,C,C,12,2021
02B,02B000775,2B176,NOCARIO,02B000772,RESERVOIR PIETRICAGGIO BAS,100 %,02B00102805,2021-02-18,06h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,NOCARIO,MAIRIE DE NOCARIO,MAIRIE DE NOCARIO,C,C,C,N,2,2021
02B,02B000775,2B176,NOCARIO,,,,02B00103928,2021-07-01,06h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,NOCARIO,MAIRIE DE NOCARIO,MAIRIE DE NOCARIO,C,C,C,C,7,2021
02B,02B000775,2B176,NOCARIO,,,,02B00105505,2021-12-15,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,NOCARIO,MAIRIE DE NOCARIO,MAIRIE DE NOCARIO,C,C,C,C,12,2021
02B,02B000776,2B176,NOCARIO,02B000773,RESERVOIR PIETRICAGGIO HAUT,100 %,02B00102806,2021-02-18,06h05,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,NOCARIO,MAIRIE DE NOCARIO,MAIRIE DE NOCARIO,C,C,C,N,2,2021
02B,02B000776,2B176,NOCARIO,,,,02B00103930,2021-09-09,07h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,NOCARIO,MAIRIE DE NOCARIO,MAIRIE DE NOCARIO,C,C,C,C,9,2021
02B,02B000776,2B176,NOCARIO,,,,02B00105507,2021-12-15,09h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,NOCARIO,MAIRIE DE NOCARIO,MAIRIE DE NOCARIO,C,C,C,N,12,2021
02B,02B000793,2B140,LENTO,02B000792,STATION UV,100 %,02B00103200,2021-03-29,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,3,2021
02B,02B000793,2B140,LENTO,,,,02B00103201,2021-02-17,08h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,2,2021
02B,02B000793,2B140,LENTO,02B000792,STATION UV,100 %,02B00104277,2021-05-18,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,5,2021
02B,02B000793,2B140,LENTO,,,,02B00104278,2021-07-20,09h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,7,2021
02B,02B000793,2B140,LENTO,,,,02B00105698,2021-09-29,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COM.COM MARANA GOLO,COM.COM.MARANA GOLO,COM.COM.MARANA GOLO,C,C,C,C,9,2021
02B,02B000796,2B054,CAMPILE,02B000795,RESERVOIR CAMPILE,100 %,02B00102589,2021-02-24,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,C,C,C,N,2,2021
02B,02B000796,2B054,CAMPILE,,,,02B00102592,2021-04-22,08h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,C,C,C,N,4,2021
02B,02B000796,2B054,CAMPILE,02B000795,RESERVOIR CAMPILE,100 %,02B00103723,2021-06-10,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,C,C,C,N,6,2021
02B,02B000796,2B054,CAMPILE,,,,02B00103726,2021-07-22,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,C,C,C,N,7,2021
02B,02B000796,2B054,CAMPILE,,,,02B00105402,2021-11-17,08h15,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Turbidité hors norme. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,N,C,N,N,11,2021
02B,02B000800,2B054,CAMPILE,02B000798,RESERVOIR CANAJA,100 %,02B00102590,2021-02-24,07h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,C,C,C,N,2,2021
02B,02B000800,2B054,CAMPILE,,,,02B00102594,2021-04-22,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,C,C,C,N,4,2021
02B,02B000800,2B054,CAMPILE,02B000798,RESERVOIR CANAJA,100 %,02B00103724,2021-06-10,07h50,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,N,C,N,N,6,2021
02B,02B000800,2B054,CAMPILE,,,,02B00103728,2021-07-22,07h50,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,N,C,N,N,7,2021
02B,02B000800,2B054,CAMPILE,,,,02B00105404,2021-11-17,08h00,Eau d'alimentation non-conforme aux exigences de qualité. Arsenic hors norme. Eau faiblement minéralisée.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,C,N,C,N,11,2021
02B,02B000805,2B054,CAMPILE,02B001108,RESERVOIR LA CROIX,100 %,02B00102591,2021-02-24,08h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. pH hors norme. Eau incrustante.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,C,C,C,N,2,2021
02B,02B000805,2B054,CAMPILE,,,,02B00102593,2021-04-22,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,C,C,C,C,4,2021
02B,02B000805,2B054,CAMPILE,02B001108,RESERVOIR LA CROIX,100 %,02B00103725,2021-06-10,08h15,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,N,C,N,C,6,2021
02B,02B000805,2B054,CAMPILE,,,,02B00103727,2021-07-22,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,C,C,C,C,7,2021
02B,02B000805,2B054,CAMPILE,,,,02B00105403,2021-11-17,08h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CAMPILE,MAIRIE DE CAMPILE,MAIRIE DE CAMPILE,N,C,N,N,11,2021
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101865,2021-01-07,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,1,2021
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101866,2021-01-13,09h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,1,2021
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101894,2021-01-04,10h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,1,2021
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101895,2021-01-05,10h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,1,2021
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00102472,2021-01-06,10h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,1,2021
