cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,latitude,longitude,month,year
02A,02A000611,2A312,SANTA-MARIA-SICHE,02A002639,UNITÉ DE DÉSINFECTION SICCHE,100 %,02A00113142,2023-05-10,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE SAINTE-MARIE SICCHE,KYRNOLIA CEO BALEONE,MAIRIE DE SAINTE-MARIE-SICCHE,C,C,C,C,41.8836818,8.978984548275339,5,2023
02A,02A000611,2A312,SANTA-MARIA-SICHE,,,,02A00113183,2023-05-02,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE SAINTE-MARIE SICCHE,KYRNOLIA CEO BALEONE,MAIRIE DE SAINTE-MARIE-SICCHE,C,C,C,C,41.8836818,8.978984548275339,5,2023
02A,02A000616,2A117,FORCIOLO,02A003087,TTP FORCIOLO,100 %,02A00112626,2023-02-22,09h09,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE FORCIOLO,MAIRIE DE FORCIOLO,MAIRIE DE FORCIOLO,C,C,C,C,41.8538125,9.0096298,2,2023
02A,02A000616,2A117,FORCIOLO,,,,02A00112862,2023-04-04,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE FORCIOLO,MAIRIE DE FORCIOLO,MAIRIE DE FORCIOLO,C,C,C,C,41.8538125,9.0096298,4,2023
02A,02A000616,2A117,FORCIOLO,,,,02A00113277,2023-06-02,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE FORCIOLO,MAIRIE DE FORCIOLO,MAIRIE DE FORCIOLO,C,C,C,C,41.8538125,9.0096298,6,2023
02A,02A000616,2A117,FORCIOLO,,,,02A00114287,2023-08-11,08h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE FORCIOLO,MAIRIE DE FORCIOLO,MAIRIE DE FORCIOLO,C,C,C,C,41.8538125,9.0096298,8,2023
02A,02A000623,2A062,CARBUCCIA,,,,02A00112514,2023-02-09,08h55,"Eau d’alimentation non conforme aux exigences de qualité en vigueur, du fait de la présence d’une teneur excessive en chlore libre.",COMMUNE DE CARBUCCIA,MAIRIE DE CARBUCCIA,MAIRIE DE CARBUCCIA,C,C,C,N,42.04003,8.952630000000003,2,2023
02A,02A000623,2A062,CARBUCCIA,02A002080,UNITE STERILISATION CARBUCCIA,100 %,02A00112569,2023-02-09,08h40,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE DE CARBUCCIA,MAIRIE DE CARBUCCIA,MAIRIE DE CARBUCCIA,C,C,C,N,42.04003,8.952630000000003,2,2023
02A,02A000623,2A062,CARBUCCIA,,,,02A00113359,2023-06-05,09h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter une faible minéralisation et la présence de germes sulfito-réducteurs est à surveiller.,COMMUNE DE CARBUCCIA,MAIRIE DE CARBUCCIA,MAIRIE DE CARBUCCIA,C,C,N,N,42.04003,8.952630000000003,6,2023
02A,02A000625,2A056,CAMPO,02A003088,TTP CAMPO,100 %,02A00112627,2023-02-22,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CAMPO,MAIRIE DE CAMPO,MAIRIE DE CAMPO,C,C,C,C,41.892072,9.005498300000003,2,2023
02A,02A000625,2A056,CAMPO,,,,02A00113414,2023-06-07,09h00,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,COMMUNE DE CAMPO,MAIRIE DE CAMPO,MAIRIE DE CAMPO,C,C,C,N,41.892072,9.005498300000003,6,2023
02A,02A000625,2A056,CAMPO,,,,02A00114355,2023-08-21,10h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CAMPO,MAIRIE DE CAMPO,MAIRIE DE CAMPO,C,C,C,C,41.892072,9.005498300000003,8,2023
02A,02A000627,2A091,COGNOCOLI-MONTICCHI,,,,02A00113887,2023-07-26,10h30,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est élevée, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens. Il est à noter également un pH bas.",COMMUNE DE COGNOCOLI MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,C,C,C,N,41.80493085,8.860286722638804,7,2023
02A,02A000631,2A091,COGNOCOLI-MONTICCHI,,,,02A00112410,2023-01-09,10h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE COGNOCOLI MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,C,C,C,C,41.80493085,8.860286722638804,1,2023
02A,02A000631,2A091,COGNOCOLI-MONTICCHI,02A002093,TTP PRATAVONE,100 %,02A00112729,2023-03-09,09h15,"Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la limite de qualité concernant le paramètre nitrates.",COMMUNE DE COGNOCOLI MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,C,N,C,C,41.80493085,8.860286722638804,3,2023
02A,02A000631,2A091,COGNOCOLI-MONTICCHI,02A002093,TTP PRATAVONE,100 %,02A00112805,2023-03-16,09h50,"Eau d'alimentation non conforme aux exigences de qualité en vigueur concernant le paramètre nitrates. Une information circonstanciée devra etre donnée afin que les populations sensibles (nourrissons, femmes enceintes) n'utilisent pas cette eau pour l'alimentation.",COMMUNE DE COGNOCOLI MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,C,N,C,N,41.80493085,8.860286722638804,3,2023
02A,02A000631,2A091,COGNOCOLI-MONTICCHI,,,,02A00113027,2023-04-25,09h40,"Eau d'alimentation non conforme aux exigences de qualité en vigueur concernant le paramètre nitrates. Une information circonstanciée devra etre donnée afin que les populations sensibles (nourrissons, femmes enceintes) n'utilisent pas cette eau pour l'alimentation.",COMMUNE DE COGNOCOLI MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,S,N,S,C,41.80493085,8.860286722638804,4,2023
02A,02A000631,2A091,COGNOCOLI-MONTICCHI,,,,02A00113311,2023-06-06,09h00,"Eau d'alimentation non conforme aux exigences de qualité en vigueur concernant le paramètre nitrates. Une information circonstanciée devra etre donnée afin que les populations sensibles (nourrissons, femmes enceintes) n'utilisent pas cette eau pour l'alimentation.",COMMUNE DE COGNOCOLI MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,C,N,C,N,41.80493085,8.860286722638804,6,2023
02A,02A000631,2A091,COGNOCOLI-MONTICCHI,,,,02A00114276,2023-07-27,10h05,"Eau d'alimentation non conforme aux exigences de qualité en vigueur concernant le paramètre nitrates. Une information circonstanciée devra etre donnée afin que les populations sensibles (nourrissons, femmes enceintes) n'utilisent pas cette eau pour l'alimentation.",COMMUNE DE COGNOCOLI MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,S,N,S,C,41.80493085,8.860286722638804,7,2023
02A,02A000631,2A091,COGNOCOLI-MONTICCHI,,,,02A00114407,2023-08-30,10h20,"Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. Toutefois, il est à noter une teneur en nitrates proche de la limite de qualité. Aussi, compte tenu des variations importantes de la concentration concernant le paramètre nitrates qui peut être en excès par rapport à la limite de qualité, à titre préventif il est conseillé d'interdire la consommation de cette eau aux nourrissons et aux femmes enceintes.",COMMUNE DE COGNOCOLI MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,S,C,S,C,41.80493085,8.860286722638804,8,2023
02A,02A000633,2A091,COGNOCOLI-MONTICCHI,,,,02A00113888,2023-07-26,10h50,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est élevée, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable. La présence de germes sulfito-réducteurs est à surveiller. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens. Il est à noter également un pH bas.",COMMUNE DE COGNOCOLI MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,C,C,N,N,41.80493085,8.860286722638804,7,2023
02A,02A000638,2A091,COGNOCOLI-MONTICCHI,,,,02A00112418,2023-01-10,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes et de germes sulfito-réducteurs est également à surveiller.,COMMUNE DE COGNOCOLI MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,C,C,N,C,41.80493085,8.860286722638804,1,2023
02A,02A000638,2A091,COGNOCOLI-MONTICCHI,02A003091,TTP COGNOCOLI,100 %,02A00112695,2023-03-06,09h00,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE COGNOCOLI MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,N,C,C,C,41.80493085,8.860286722638804,3,2023
02A,02A000638,2A091,COGNOCOLI-MONTICCHI,02A003091,TTP COGNOCOLI,100 %,02A00112753,2023-03-16,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE COGNOCOLI MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,C,C,C,C,41.80493085,8.860286722638804,3,2023
02A,02A000638,2A091,COGNOCOLI-MONTICCHI,,,,02A00114359,2023-07-31,09h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE COGNOCOLI MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,MAIRIE DE COGNOCOLI-MONTICCHI,C,C,C,C,41.80493085,8.860286722638804,7,2023
02A,02A000643,2A310,SANTA-MARIA-FIGANIELLA,,,,02A00112395,2023-01-23,08h30,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,41.7067381,9.0043376,1,2023
02A,02A000643,2A310,SANTA-MARIA-FIGANIELLA,02A002630,CHLORATION RESERVOIR SANTA MARIA,100 %,02A00112712,2023-03-08,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,41.7067381,9.0043376,3,2023
02A,02A000643,2A310,SANTA-MARIA-FIGANIELLA,,,,02A00113185,2023-05-04,09h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,41.7067381,9.0043376,5,2023
02A,02A000644,2A310,SANTA-MARIA-FIGANIELLA,,,,02A00113099,2023-05-04,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,41.7067381,9.0043376,5,2023
02A,02A000646,2A310,SANTA-MARIA-FIGANIELLA,,,,02A00113100,2023-05-04,09h20,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,41.7067381,9.0043376,5,2023
02A,02A000651,2A278,SERRA-DI-SCOPAMENE,02A002628,TTP SERRA DI SCOPAMENE,100 %,02A00112366,2023-01-09,11h20,Eau d'alimentation non-conforme aux exigences de qualité. La présence en nombre important de germes fécaux impose une surveillance renforcée.,COMMUNE DE SERRA-DI-SCOPAMENE,MAIRIE DE SERRA-DI-SCOPAMENE,MAIRIE DE SERRA-DI-SCOPAMENE,N,C,N,N,41.7539523,9.098118800000002,1,2023
02A,02A000651,2A278,SERRA-DI-SCOPAMENE,,,,02A00112873,2023-04-05,09h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE SERRA-DI-SCOPAMENE,MAIRIE DE SERRA-DI-SCOPAMENE,MAIRIE DE SERRA-DI-SCOPAMENE,C,C,C,N,41.7539523,9.098118800000002,4,2023
02A,02A000651,2A278,SERRA-DI-SCOPAMENE,,,,02A00113890,2023-07-27,10h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE SERRA-DI-SCOPAMENE,MAIRIE DE SERRA-DI-SCOPAMENE,MAIRIE DE SERRA-DI-SCOPAMENE,C,C,C,N,41.7539523,9.098118800000002,7,2023
02A,02A000654,2A285,SORBOLLANO,,,,02A00112415,2023-01-09,10h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE SORBOLLANO,MAIRIE DE SORBOLLANO,MAIRIE DE SORBOLLANO,C,C,C,N,41.752291,9.1092662,1,2023
02A,02A000654,2A285,SORBOLLANO,02A003011,TTP SORBOLLANO,100 %,02A00112925,2023-04-05,09h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE SORBOLLANO,MAIRIE DE SORBOLLANO,MAIRIE DE SORBOLLANO,C,C,C,C,41.752291,9.1092662,4,2023
02A,02A000657,2A200,PALNECA,02A002595,TTP PALNECA,100 %,02A00112503,2023-02-08,10h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PALNECA,MAIRIE DE PALNECA,MAIRIE DE PALNECA,C,C,C,N,41.9693343,9.173260699999998,2,2023
02A,02A000657,2A200,PALNECA,,,,02A00112948,2023-04-12,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PALNECA,MAIRIE DE PALNECA,MAIRIE DE PALNECA,C,C,C,N,41.9693343,9.173260699999998,4,2023
02A,02A000657,2A200,PALNECA,,,,02A00113354,2023-06-05,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PALNECA,MAIRIE DE PALNECA,MAIRIE DE PALNECA,C,C,C,N,41.9693343,9.173260699999998,6,2023
02A,02A000657,2A200,PALNECA,02A002595,TTP PALNECA,100 %,02A00114384,2023-08-22,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PALNECA,MAIRIE DE PALNECA,MAIRIE DE PALNECA,C,C,C,N,41.9693343,9.173260699999998,8,2023
02A,02A000665,2A268,SAMPOLO,02A003021,TTP SAMPOLO,100 %,02A00112990,2023-04-12,09h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE SAMPOLO,MAIRIE DE SAMPOLO,MAIRIE DE SAMPOLO,C,C,C,N,41.94182120000001,9.1239652,4,2023
02A,02A000665,2A268,SAMPOLO,,,,02A00113295,2023-06-05,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter une faible minéralisation et un Ph bas. La présence de germes coliformes est également à surveiller.,COMMUNE DE SAMPOLO,MAIRIE DE SAMPOLO,MAIRIE DE SAMPOLO,C,C,N,N,41.94182120000001,9.1239652,6,2023
02A,02A000666,2A268,SAMPOLO,,,,02A00113294,2023-06-05,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,COMMUNE DE SAMPOLO,MAIRIE DE SAMPOLO,MAIRIE DE SAMPOLO,C,C,C,N,41.94182120000001,9.1239652,6,2023
02A,02A000666,2A268,SAMPOLO,02A002551,TTP GIOVICACCE,100 %,02A00114382,2023-08-22,08h20,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE SAMPOLO,MAIRIE DE SAMPOLO,MAIRIE DE SAMPOLO,N,C,N,N,41.94182120000001,9.1239652,8,2023
02A,02A000678,2A024,AULLENE,02A002612,STATION DE TRAITEMENT AULLENE,100 %,02A00112368,2023-01-09,11h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AULLENE,MAIRIE D' AULLENE,MAIRIE D' AULLENE,C,C,C,C,41.7728535,9.0805599,1,2023
02A,02A000678,2A024,AULLENE,,,,02A00112871,2023-04-05,10h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AULLENE,MAIRIE D' AULLENE,MAIRIE D' AULLENE,C,C,C,C,41.7728535,9.0805599,4,2023
02A,02A000682,2A331,URBALACONE,,,,02A00112416,2023-01-10,09h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' URBALACONE,MAIRIE D' URBALACONE,MAIRIE D' URBALACONE,C,C,C,C,41.8365291,8.9477168,1,2023
02A,02A000682,2A331,URBALACONE,02A003092,TTP URBALACONE,100 %,02A00112730,2023-03-09,11h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' URBALACONE,MAIRIE D' URBALACONE,MAIRIE D' URBALACONE,C,C,C,C,41.8365291,8.9477168,3,2023
02A,02A000682,2A331,URBALACONE,,,,02A00114374,2023-07-27,09h50,Eau d'alimentation non-conforme aux exigences de qualité. La présence massive de germes fécaux impose une surveillance renforcée.,COMMUNE D' URBALACONE,MAIRIE D' URBALACONE,MAIRIE D' URBALACONE,N,C,N,C,41.8365291,8.9477168,7,2023
02A,02A000686,2A322,TASSO,,,,02A00112501,2023-02-08,10h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE TASSO,MAIRIE DE TASSO,MAIRIE DE TASSO,C,C,C,N,41.9446098,9.1041797,2,2023
02A,02A000686,2A322,TASSO,02A003016,TTP TASSO,100 %,02A00112991,2023-04-12,10h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE TASSO,MAIRIE DE TASSO,MAIRIE DE TASSO,C,C,C,N,41.9446098,9.1041797,4,2023
02A,02A000686,2A322,TASSO,,,,02A00113296,2023-06-05,08h45,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,COMMUNE DE TASSO,MAIRIE DE TASSO,MAIRIE DE TASSO,C,C,C,N,41.9446098,9.1041797,6,2023
02A,02A000686,2A322,TASSO,02A003016,TTP TASSO,100 %,02A00114383,2023-08-22,08h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,COMMUNE DE TASSO,MAIRIE DE TASSO,MAIRIE DE TASSO,C,C,N,N,41.9446098,9.1041797,8,2023
02A,02A000691,2A186,OLIVESE,02A000688,TTP OLIVESE,100 %,02A00112621,2023-02-22,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,COMMUNE D' OLIVESE,MAIRIE D'OLIVESE,MAIRIE D'OLIVESE,C,C,N,N,41.8458004,9.0575403,2,2023
02A,02A000691,2A186,OLIVESE,,,,02A00112981,2023-04-14,11h25,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OLIVESE,MAIRIE D'OLIVESE,MAIRIE D'OLIVESE,C,C,C,N,41.8458004,9.0575403,4,2023
02A,02A000691,2A186,OLIVESE,,,,02A00113289,2023-06-02,08h20,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE D' OLIVESE,MAIRIE D'OLIVESE,MAIRIE D'OLIVESE,C,C,C,N,41.8458004,9.0575403,6,2023
02A,02A000691,2A186,OLIVESE,,,,02A00114457,2023-08-30,09h40,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE D' OLIVESE,MAIRIE D'OLIVESE,MAIRIE D'OLIVESE,C,C,C,N,41.8458004,9.0575403,8,2023
02A,02A000700,2A351,VILLANOVA,,,,02A00112312,2023-01-03,08h00,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9591678,8.668422,1,2023
